#ID = Agilent feature number
#COL = Column
#ROW = Row
#miRNA_ID = 
#PROBE NAME = Spot identifier
#CONTROL_TYPE = Control type
#ACCESSION_STRING = Accession String
#CHROMOSOMAL_LOCATION = Chromosomal Location
#DESCRIPTION = Description
#SPOT_ID = 
ID	COL	ROW	miRNA_ID	PROBE NAME	CONTROL_TYPE	ACCESSION_STRING	CHROMOSOMAL_LOCATION	DESCRIPTION	SPOT_ID
7706	50	5	hsa-miR-614	A_25_P00010533	FALSE	mir|hsa-miR-614|mir|MIMAT0003282	chr12:012960089-012960105	NA	
7707	50	3	hsa-miR-671-5p	A_25_P00012860	FALSE	mir|hsa-miR-671-5p|mir|MIMAT0003880	chr7:150566481-150566490	NA	
7708	50	1		NA	ignore				-- ignore
7709	49	164	kshv-miR-K12-11	A_25_P00011867	FALSE	mir|kshv-miR-K12-11|mir|MIMAT0002181	unmapped	NA	
7710	49	162	hsa-miR-16-2*	A_25_P00013270	FALSE	mir|hsa-miR-16-2*|mir|MIMAT0004518	chr3:161605280-161605300	NA	
7711	49	160	hsa-miR-655	A_25_P00011227	FALSE	mir|hsa-miR-655|mir|MIMAT0003331	chr14:100585704-100585721	NA	
7712	49	158	hsa-miR-631	A_25_P00010826	FALSE	mir|hsa-miR-631|mir|MIMAT0003300	chr15:073433040-073433027	NA	
7713	49	156	hsa-miR-202*	A_25_P00013588	FALSE	mir|hsa-miR-202*|mir|MIMAT0002810	chr10:134911054-134911034	NA	
7714	49	154	hsa-miR-154	A_25_P00010584	FALSE	mir|hsa-miR-154|mir|MIMAT0000452	chr14:100595863-100595880	NA	
7715	49	152	hsa-miR-503	A_25_P00010657	FALSE	mir|hsa-miR-503|mir|MIMAT0002874	chrX:133508051-133508035	NA	
7716	49	150	ebv-miR-BART16	A_25_P00013765	FALSE	mir|ebv-miR-BART16|mir|MIMAT0003714	unmapped	NA	
7717	49	148	hsa-miR-139-5p	A_25_P00012071	FALSE	mir|hsa-miR-139-5p|mir|MIMAT0000250	chr11:072003782-072003767	NA	
7718	49	146		NA	ignore				-- ignore
7719	49	144		mr_1	pos				CONTROL
7720	49	142	ebv-miR-BART9*	A_25_P00013805	FALSE	mir|ebv-miR-BART9*|mir|MIMAT0004816	unmapped	NA	
7721	49	140	hsa-miR-30a*	A_25_P00010827	FALSE	mir|hsa-miR-30a*|mir|MIMAT0000088|mir|hsa-miR-30a-3p_v9.1	chr6:072170042-072170027	NA	
7722	49	138	hsa-miR-183	A_25_P00012097	FALSE	mir|hsa-miR-183|mir|MIMAT0000261	chr7:129202028-129202011	NA	
7723	49	136	hsa-miR-362-3p	A_25_P00012311	FALSE	mir|hsa-miR-362-3p|mir|MIMAT0004683	chrX:049660356-049660374	NA	
7724	49	134	hsa-miR-136*	A_25_P00013435	FALSE	mir|hsa-miR-136*|mir|MIMAT0004606	chr14:100420842-100420861	NA	
7725	49	132		NC2_00122731	neg				CONTROL
7726	49	130	hsa-miR-362-5p	A_25_P00010283	FALSE	mir|hsa-miR-362-5p|mir|MIMAT0000705|mir|hsa-miR-362_v9.1	chrX:049660323-049660339	NA	
7727	49	128		NA	ignore				-- ignore
7728	49	126		NA	ignore				-- ignore
7729	49	124	hsa-miR-154	A_25_P00010583	FALSE	mir|hsa-miR-154|mir|MIMAT0000452	chr14:100595862-100595880	NA	
7730	49	122	hsa-miR-16	A_25_P00010599	FALSE	mir|hsa-miR-16|mir|MIMAT0000069	chr3:161605240-161605257	NA	
7731	49	120		NegativeControl	neg				CONTROL
7732	49	118	hsa-miR-496	A_25_P00010721	FALSE	mir|hsa-miR-496|mir|MIMAT0002818|mir|hsa-miR-496_v9.1	chr14:100596723-100596739	NA	
7733	49	116	hsa-miR-374b	A_25_P00014916	FALSE	mir|hsa-miR-374b|mir|MIMAT0004955	chrX:073355138-073355120	NA	
7734	49	114		NA	ignore				-- ignore
7735	49	112	hsa-miR-181c*	A_25_P00013319	FALSE	mir|hsa-miR-181c*|mir|MIMAT0004559	chr19:013846583-013846598	NA	
7736	49	110	hsa-miR-939	A_25_P00013087	FALSE	mir|hsa-miR-939|mir|MIMAT0004982	chr8:145590209-145590197	NA	
7737	49	108	hsa-miR-631	A_25_P00010826	FALSE	mir|hsa-miR-631|mir|MIMAT0003300	chr15:073433040-073433027	NA	
7738	49	106		NA	ignore				-- ignore
7739	49	104	hsa-miR-767-3p	A_25_P00011299	FALSE	mir|hsa-miR-767-3p|mir|MIMAT0003883	chrX:151312631-151312617	NA	
7740	49	102	hsa-miR-136*	A_25_P00013436	FALSE	mir|hsa-miR-136*|mir|MIMAT0004606	chr14:100420841-100420861	NA	
7741	49	100	hsa-miR-200b*	A_25_P00013357	FALSE	mir|hsa-miR-200b*|mir|MIMAT0004571	chr1:001092376-001092388	NA	
7742	49	98	hsa-miR-296-3p	A_25_P00012294	FALSE	mir|hsa-miR-296-3p|mir|MIMAT0004679	chr20:056826133-056826124	NA	
7743	49	96	hsa-miR-135a	A_25_P00010981	FALSE	mir|hsa-miR-135a|mir|MIMAT0000428	chr12:096481743-096481765	NA	
7744	49	94	hsa-miR-146b-5p	A_25_P00010386	FALSE	mir|hsa-miR-146b-5p|mir|MIMAT0002809|mir|hsa-miR-146b_v9.1	chr10:104186270-104186288	NA	
7745	49	92	hsa-let-7i*	A_25_P00013365	FALSE	mir|hsa-let-7i*|mir|MIMAT0004585	chr12:061283801-061283815	NA	
7746	49	90	hsa-miR-10b	A_25_P00012082	FALSE	mir|hsa-miR-10b|mir|MIMAT0000254	chr2:176723306-176723325	NA	
7747	49	88	hsa-miR-541	A_25_P00012945	FALSE	mir|hsa-miR-541|mir|MIMAT0004920	chr14:100600644-100600659	NA	
7748	49	86	hsa-miR-548c-3p	A_25_P00010740	FALSE	mir|hsa-miR-548c-3p|mir|MIMAT0003285|mir|hsa-miR-548c_v9.1	chr12:063302619-063302637	NA	
7749	49	84	hsa-miR-30e*	A_25_P00010838	FALSE	mir|hsa-miR-30e*|mir|MIMAT0000693|mir|hsa-miR-30e-3p_v9.1	chr1:040992677-040992693	NA	
7750	49	82	hsa-miR-493*	A_25_P00010119	FALSE	mir|hsa-miR-493*|mir|MIMAT0002813|mir|hsa-miR-493-5p_v9.1	chr14:100405167-100405186	NA	
7751	49	80		NA	ignore				-- ignore
7752	49	78	hsa-miR-886-5p	A_25_P00012892	FALSE	mir|hsa-miR-886-5p|mir|MIMAT0004905	chr5:135444108-135444097	NA	
7753	49	76	hsa-miR-431*	A_25_P00013576	FALSE	mir|hsa-miR-431*|mir|MIMAT0004757	chr14:100417167-100417180	NA	
7754	49	74	ebv-miR-BART6-3p	A_25_P00011868	FALSE	mir|ebv-miR-BART6-3p|mir|MIMAT0003415	unmapped	NA	
7755	49	72	hsa-miR-24-1*	A_25_P00010295	FALSE	mir|hsa-miR-24-1*|mir|MIMAT0000079|mir|hsa-miR-189_v9.1	chr9:096888132-096888151	NA	
7756	49	70	hsa-let-7c	A_25_P00010073	FALSE	mir|hsa-let-7c|mir|MIMAT0000064	chr21:016834033-016834050	NA	
7757	49	68	hsa-miR-612	A_25_P00011239	FALSE	mir|hsa-miR-612|mir|MIMAT0003280	chr11:064968531-064968544	NA	
7758	49	66	ebv-miR-BART1-5p	A_25_P00013717	FALSE	mir|ebv-miR-BART1-5p|mir|MIMAT0000999	unmapped	NA	
7759	49	64	hsa-miR-708*	A_25_P00013669	FALSE	mir|hsa-miR-708*|mir|MIMAT0004927	chr11:078790791-078790776	NA	
7760	49	62		dmr_6	pos				CONTROL
7761	49	60	hsa-miR-551b*	A_25_P00013620	FALSE	mir|hsa-miR-551b*|mir|MIMAT0004794	chr3:169752366-169752378	NA	
7762	49	58	hsa-miR-188-5p	A_25_P00012246	FALSE	mir|hsa-miR-188-5p|mir|MIMAT0000457	chrX:049654872-049654883	NA	
7763	49	56	hsa-miR-182	A_25_P00012095	FALSE	mir|hsa-miR-182|mir|MIMAT0000259	chr7:129197504-129197488	NA	
7764	49	54	hsa-miR-874	A_25_P00012919	FALSE	mir|hsa-miR-874|mir|MIMAT0004911	chr5:137011227-137011215	NA	
7765	49	52	kshv-miR-K12-10b	A_25_P00011814	FALSE	mir|kshv-miR-K12-10b|mir|MIMAT0002180|mir|kshv-miR-K12-10a|mir|MIMAT0002179	unmapped	NA	
7766	49	50	hsa-miR-335	A_25_P00010214	FALSE	mir|hsa-miR-335|mir|MIMAT0000765	chr7:129923208-129923225	NA	
7767	49	48	hsa-miR-593*	A_25_P00011406	FALSE	mir|hsa-miR-593*|mir|MIMAT0003261|mir|hsa-miR-593_v9.1	chr7:127509176-127509188	NA	
7768	49	46	hsa-miR-454*	A_25_P00010765	FALSE	mir|hsa-miR-454*|mir|MIMAT0003884|mir|hsa-miR-454-5p_v9.1	chr17:054569945-054569925	NA	
7769	49	44		dmr_3	pos				CONTROL
7770	49	42	hsa-miR-24-1*	A_25_P00010295	FALSE	mir|hsa-miR-24-1*|mir|MIMAT0000079|mir|hsa-miR-189_v9.1	chr9:096888132-096888151	NA	
7771	49	40	hsa-miR-542-3p	A_25_P00011126	FALSE	mir|hsa-miR-542-3p|mir|MIMAT0003389	chrX:133503110-133503091	NA	
7772	49	38	hsa-miR-539	A_25_P00014892	FALSE	mir|hsa-miR-539|mir|MIMAT0003163	chr14:100583420-100583440	NA	
7773	49	36	hsa-miR-25	A_25_P00010990	FALSE	mir|hsa-miR-25|mir|MIMAT0000081	chr7:099529191-099529175	NA	
7774	49	34	hsa-miR-885-3p	A_25_P00012992	FALSE	mir|hsa-miR-885-3p|mir|MIMAT0004948	chr3:010411236-010411224	NA	
7775	49	32	hsa-miR-654-5p	A_25_P00011392	FALSE	mir|hsa-miR-654-5p|mir|MIMAT0003330|mir|hsa-miR-654_v9.1	chr14:100576330-100576345	NA	
7776	49	30	hsa-miR-125a-3p	A_25_P00012213	FALSE	mir|hsa-miR-125a-3p|mir|MIMAT0004602	chr19:056888377-056888392	NA	
7777	49	28	ebv-miR-BART13	A_25_P00011853	FALSE	mir|ebv-miR-BART13|mir|MIMAT0003424	unmapped	NA	
7778	49	26	hsa-miR-532-5p	A_25_P00010270	FALSE	mir|hsa-miR-532-5p|mir|MIMAT0002888|mir|hsa-miR-532_v9.1	chrX:049654518-049654534	NA	
7779	49	24		NA	ignore				-- ignore
7780	49	22	hsa-miR-549	A_25_P00010367	FALSE	mir|hsa-miR-549|mir|MIMAT0003333	chr15:078921454-078921438	NA	
7781	49	20		NA	ignore				-- ignore
7782	49	18	hsa-miR-567	A_25_P00010944	FALSE	mir|hsa-miR-567|mir|MIMAT0003231	chr3:113314360-113314375	NA	
7783	49	16	hsa-miR-191*	A_25_P00010877	FALSE	mir|hsa-miR-191*|mir|MIMAT0001618	chr3:049033133-049033120	NA	
7784	49	14		NegativeControl	neg				CONTROL
7785	49	12	hsa-miR-1237	A_25_P00014961	FALSE	mir|hsa-miR-1237|mir|MIMAT0005592	chr11:063892740-063892751	NA	
7786	49	10	hsa-miR-526b*	A_25_P00010784	FALSE	mir|hsa-miR-526b*|mir|MIMAT0002836|mir|hsa-miR-526b*_v9.1	chr19:058889514-058889530	NA	
7787	49	8	hsa-miR-455-5p	A_25_P00010595	FALSE	mir|hsa-miR-455-5p|mir|MIMAT0003150|mir|hsa-miR-455_v9.1	chr9:116011555-116011571	NA	
7788	49	6		NA	ignore				-- ignore
7789	49	4	hsa-miR-504	A_25_P00012649	FALSE	mir|hsa-miR-504|mir|MIMAT0002875	chrX:137577571-137577557	NA	
7790	49	2	hsa-miR-22	A_25_P00010204	FALSE	mir|hsa-miR-22|mir|MIMAT0000077	chr17:001564020-001564002	NA	
7791	49	163	hsa-miR-618	A_25_P00011282	FALSE	mir|hsa-miR-618|mir|MIMAT0003287	chr12:079853683-079853668	NA	
7792	49	161	hsa-miR-17	A_25_P00014824	FALSE	mir|hsa-miR-17|mir|MIMAT0000070|mir|hsa-miR-106a|mir|MIMAT0000103	chr13:090800884-090800895	NA	
7793	49	159	hsa-miR-890	A_25_P00012921	FALSE	mir|hsa-miR-890|mir|MIMAT0004912	chrX:144883515-144883501	NA	
7794	49	157	hsa-miR-373*	A_25_P00010841	FALSE	mir|hsa-miR-373*|mir|MIMAT0000725	chr19:058983785-058983797	NA	
7795	49	155		NA	ignore				-- ignore
7796	49	153	hsa-miR-524-5p	A_25_P00010716	FALSE	mir|hsa-miR-524-5p|mir|MIMAT0002849|mir|hsa-miR-524*_v9.1	chr19:058906088-058906104	NA	
7797	49	151	hsv1-miR-H1	A_25_P00011797	FALSE	mir|hsv1-miR-H1|mir|MIMAT0003744	unmapped	NA	
7798	49	149	hsa-miR-345	A_25_P00012408	FALSE	mir|hsa-miR-345|mir|MIMAT0000772	chr14:099843975-099843987	NA	
7799	49	147	hsa-miR-411*	A_25_P00013653	FALSE	mir|hsa-miR-411*|mir|MIMAT0004813	chr14:100559473-100559486	NA	
7800	49	145	hsa-miR-125b	A_25_P00010979	FALSE	mir|hsa-miR-125b|mir|MIMAT0000423	chr21:016884449-016884465	NA	
7801	49	143	hsa-miR-183*	A_25_P00013323	FALSE	mir|hsa-miR-183*|mir|MIMAT0004560	chr7:129202067-129202053	NA	
7802	49	141		NA	ignore				-- ignore
7803	49	139	hsa-miR-374b*	A_25_P00013680	FALSE	mir|hsa-miR-374b*|mir|MIMAT0004956	chrX:073355168-073355150	NA	
7804	49	137	hsa-miR-20a	A_25_P00010612	FALSE	mir|hsa-miR-20a|mir|MIMAT0000075	chr13:090801331-090801349	NA	
7805	49	135	hsa-miR-29b-2*	A_25_P00013258	FALSE	mir|hsa-miR-29b-2*|mir|MIMAT0004515	chr1:206042442-206042428	NA	
7806	49	133	hsa-miR-16-1*	A_25_P00013144	FALSE	mir|hsa-miR-16-1*|mir|MIMAT0004489	chr13:049521186-049521175	NA	
7807	49	131		NA	ignore				-- ignore
7808	49	129	hsa-miR-301a	A_25_P00010839	FALSE	mir|hsa-miR-301a|mir|MIMAT0000688|mir|hsa-miR-301_v9.1	chr17:054583351-054583331	NA	
7809	49	127	hsa-miR-92a-2*	A_25_P00013231	FALSE	mir|hsa-miR-92a-2*|mir|MIMAT0004508	chrX:133131263-133131244	NA	
7810	49	125	hsa-miR-329	A_25_P00010020	FALSE	mir|hsa-miR-329|mir|MIMAT0001629	chr14:100562927-100562945	NA	
7811	49	123	hsa-miR-510	A_25_P00012682	FALSE	mir|hsa-miR-510|mir|MIMAT0002882	chrX:146161575-146161560	NA	
7812	49	121		NA	ignore				-- ignore
7813	49	119	hsa-miR-27a*	A_25_P00013205	FALSE	mir|hsa-miR-27a*|mir|MIMAT0004501	chr19:013808284-013808269	NA	
7814	49	117	hsa-miR-379	A_25_P00012337	FALSE	mir|hsa-miR-379|mir|MIMAT0000733	chr14:100558167-100558181	NA	
7815	49	115	hsa-miR-499-3p	A_25_P00012628	FALSE	mir|hsa-miR-499-3p|mir|MIMAT0004772	chr20:033041914-033041930	NA	
7816	49	113	hcmv-miR-US4	A_25_P00011702	FALSE	mir|hcmv-miR-US4|mir|MIMAT0003341	unmapped	NA	
7817	49	111	hsa-miR-647	A_25_P00011368	FALSE	mir|hsa-miR-647|mir|MIMAT0003317	chr20:062044463-062044447	NA	
7818	49	109	hsa-miR-137	A_25_P00010616	FALSE	mir|hsa-miR-137|mir|MIMAT0000429|mir|hsa-miR-137_v9.1	chr1:098284294-098284275	NA	
7819	49	107	hsa-miR-192	A_25_P00010868	FALSE	mir|hsa-miR-192|mir|MIMAT0000222	chr11:064415228-064415210	NA	
7820	49	105	hsa-miR-18a	A_25_P00011993	FALSE	mir|hsa-miR-18a|mir|MIMAT0000072	chr13:090801017-090801033	NA	
7821	49	103	hsa-miR-515-3p	A_25_P00012519	FALSE	mir|hsa-miR-515-3p|mir|MIMAT0002827	chr19:058880127-058880146	NA	
7822	49	101	hsa-miR-548d-3p	A_25_P00010738	FALSE	mir|hsa-miR-548d-3p|mir|MIMAT0003323|mir|hsa-miR-548d_v9.1	chr8:124429536-124429519	NA	
7823	49	99	ebv-miR-BART14*	A_25_P00011887	FALSE	mir|ebv-miR-BART14*|mir|MIMAT0003425|mir|ebv-miR-BART14-5p_v9.1	unmapped	NA	
7824	49	97	hsa-miR-297	A_25_P00013111	FALSE	mir|hsa-miR-297|mir|MIMAT0004450	chr4:112001210-112001194	NA	
7825	49	95		NA	ignore				-- ignore
7826	49	93	hsa-miR-518a-5p	A_25_P00014137	FALSE	mir|hsa-miR-518a-5p|mir|MIMAT0005457|mir|hsa-miR-520d-5p|mir|MIMAT0002855|mir|hsa-miR-527|mir|MIMAT0002862	chr19:058915185-058915196	NA	
7827	49	91	hsa-miR-452*	A_25_P00013581	FALSE	mir|hsa-miR-452*|mir|MIMAT0001636	chrX:150878834-150878819	NA	
7828	49	89	hsa-let-7f-2*	A_25_P00013139	FALSE	mir|hsa-let-7f-2*|mir|MIMAT0004487	chrX:053600956-053600935	NA	
7829	49	87		hur_5	pos				CONTROL
7830	49	85	hsa-miR-518a-5p	A_25_P00012584	FALSE	mir|hsa-miR-518a-5p|mir|MIMAT0005457|mir|hsa-miR-520d-5p|mir|MIMAT0002855|mir|hsa-miR-527|mir|MIMAT0002862	chr19:058934420-058934433	NA	
7831	49	83	hsa-miR-16	A_25_P00010599	FALSE	mir|hsa-miR-16|mir|MIMAT0000069	chr3:161605240-161605257	NA	
7832	49	81	hcmv-miR-UL112	A_25_P00011688	FALSE	mir|hcmv-miR-UL112|mir|MIMAT0001577	unmapped	NA	
7833	49	79	hsa-miR-373	A_25_P00010156	FALSE	mir|hsa-miR-373|mir|MIMAT0000726	chr19:058983819-058983836	NA	
7834	49	77	hsa-miR-650	A_25_P00010919	FALSE	mir|hsa-miR-650|mir|MIMAT0003320	chr22:021495292-021495305	NA	
7835	49	75		NA	ignore				-- ignore
7836	49	73	hsa-miR-1237	A_25_P00014961	FALSE	mir|hsa-miR-1237|mir|MIMAT0005592	chr11:063892740-063892751	NA	
7837	49	71	hsa-miR-659	A_25_P00011100	FALSE	mir|hsa-miR-659|mir|MIMAT0003337	chr22:036573712-036573699	NA	
7838	49	69	hsa-miR-662	A_25_P00010665	FALSE	mir|hsa-miR-662|mir|MIMAT0003325	chr16:000760249-000760264	NA	
7839	49	67	hsa-miR-376a*	A_25_P00013528	FALSE	mir|hsa-miR-376a*|mir|MIMAT0003386	chr14:100576879-100576899	NA	
7840	49	65	hsa-miR-587	A_25_P00011445	FALSE	mir|hsa-miR-587|mir|MIMAT0003253	chr6:107338711-107338728	NA	
7841	49	63	hsa-miR-548a-3p	A_25_P00010746	FALSE	mir|hsa-miR-548a-3p|mir|MIMAT0003251|mir|hsa-miR-548a_v9.1	chr6:018680059-018680075	NA	
7842	49	61	hsa-miR-641	A_25_P00011380	FALSE	mir|hsa-miR-641|mir|MIMAT0003311	chr19:045480328-045480312	NA	
7843	49	59	hsa-miR-572	A_25_P00011097	FALSE	mir|hsa-miR-572|mir|MIMAT0003237	chr4:010979617-010979628	NA	
7844	49	57	hcmv-miR-US25-2-3p	A_25_P00011729	FALSE	mir|hcmv-miR-US25-2-3p|mir|MIMAT0001583	unmapped	NA	
7845	49	55	hsa-miR-144	A_25_P00012188	FALSE	mir|hsa-miR-144|mir|MIMAT0000436	chr17:024212747-024212729	NA	
7846	49	53	hsa-miR-767-3p	A_25_P00011299	FALSE	mir|hsa-miR-767-3p|mir|MIMAT0003883	chrX:151312631-151312617	NA	
7847	49	51	hsa-miR-548b-5p	A_25_P00012753	FALSE	mir|hsa-miR-548b-5p|mir|MIMAT0004798	chr6:119431956-119431939	NA	
7848	49	49	ebv-miR-BART14*	A_25_P00011885	FALSE	mir|ebv-miR-BART14*|mir|MIMAT0003425|mir|ebv-miR-BART14-5p_v9.1	unmapped	NA	
7849	49	47	hsa-miR-495	A_25_P00012508	FALSE	mir|hsa-miR-495|mir|MIMAT0002817	chr14:100569896-100569915	NA	
7850	49	45	hsa-miR-17	A_25_P00011991	FALSE	mir|hsa-miR-17|mir|MIMAT0000070|mir|hsa-miR-106a|mir|MIMAT0000103	chrX:133131928-133131914	NA	
7851	49	43		NA	ignore				-- ignore
7852	49	41	hsa-miR-1224-3p	A_25_P00014912	FALSE	mir|hsa-miR-1224-3p|mir|MIMAT0005459	chr3:185441955-185441971	NA	
7853	49	39	hsa-miR-1229	A_25_P00014941	FALSE	mir|hsa-miR-1229|mir|MIMAT0005584	chr5:179157952-179157941	NA	
7854	49	37	hsa-miR-99a	A_25_P00010471	FALSE	mir|hsa-miR-99a|mir|MIMAT0000097	chr21:016833295-016833313	NA	
7855	49	35		NA	ignore				-- ignore
7856	49	33	hsa-miR-567	A_25_P00010943	FALSE	mir|hsa-miR-567|mir|MIMAT0003231	chr3:113314359-113314375	NA	
7857	49	31		NA	ignore				-- ignore
7858	49	29	hsa-miR-548d-5p	A_25_P00012839	FALSE	mir|hsa-miR-548d-5p|mir|MIMAT0004812	chr8:124429500-124429479	NA	
7859	49	27	hsa-miR-491-3p	A_25_P00012484	FALSE	mir|hsa-miR-491-3p|mir|MIMAT0004765	chr9:020706158-020706174	NA	
7860	49	25	hsa-miR-623	A_25_P00010228	FALSE	mir|hsa-miR-623|mir|MIMAT0003292	chr13:098806409-098806423	NA	
7861	49	23		NA	ignore				-- ignore
7862	49	21	ebv-miR-BART5	A_25_P00011744	FALSE	mir|ebv-miR-BART5|mir|MIMAT0003413	unmapped	NA	
7863	49	19	ebv-miR-BART10	A_25_P00011668	FALSE	mir|ebv-miR-BART10|mir|MIMAT0003420|mir|ebv-miR-BART10_v9.1	unmapped	NA	
7864	49	17	hsv1-miR-LAT_v10.1	A_25_P00013828	FALSE	mir|hsv1-miR-LAT_v10.1|mir|MIMAT0004479	unmapped	NA	
7865	49	15	hsa-miR-1224-5p	A_25_P00014908	FALSE	mir|hsa-miR-1224-5p|mir|MIMAT0005458	chr3:185441894-185441905	NA	
7866	49	13		NA	ignore				-- ignore
7867	49	11	hsa-miR-610	A_25_P00011025	FALSE	mir|hsa-miR-610|mir|MIMAT0003278	chr11:028034959-028034973	NA	
7868	49	9		NA	ignore				-- ignore
7869	49	7	hcmv-miR-US5-1	A_25_P00011672	FALSE	mir|hcmv-miR-US5-1|mir|MIMAT0001579	unmapped	NA	
7870	49	5	hsa-miR-100*	A_25_P00013246	FALSE	mir|hsa-miR-100*|mir|MIMAT0004512	chr11:121528215-121528196	NA	
7871	49	3	hsa-let-7a	A_25_P00010086	FALSE	mir|hsa-let-7a|mir|MIMAT0000062	chr11:121522465-121522447	NA	
7872	49	1	hsa-miR-375	A_25_P00010987	FALSE	mir|hsa-miR-375|mir|MIMAT0000728	chr2:219574671-219574658	NA	
7873	48	164	hsa-miR-628-3p	A_25_P00012816	FALSE	mir|hsa-miR-628-3p|mir|MIMAT0003297	chr15:053452510-053452499	NA	
7874	48	162		NA	ignore				-- ignore
7875	48	160	hsa-miR-503	A_25_P00014885	FALSE	mir|hsa-miR-503|mir|MIMAT0002874	chrX:133508051-133508034	NA	
7876	48	158	hsa-miR-569	A_25_P00011596	FALSE	mir|hsa-miR-569|mir|MIMAT0003234	chr3:172307227-172307211	NA	
7877	48	156	hsa-miR-33b*	A_25_P00013651	FALSE	mir|hsa-miR-33b*|mir|MIMAT0004811	chr17:017657949-017657936	NA	
7878	48	154		NA	ignore				-- ignore
7879	48	152		NA	ignore				-- ignore
7880	48	150	hsa-miR-421	A_25_P00010795	FALSE	mir|hsa-miR-421|mir|MIMAT0003339	chrX:073355006-073354990	NA	
7881	48	148	hsa-miR-566	A_25_P00010946	FALSE	mir|hsa-miR-566|mir|MIMAT0003230	chr3:050185779-050185796	NA	
7882	48	146	hsa-miR-199b-5p	A_25_P00010699	FALSE	mir|hsa-miR-199b-5p|mir|MIMAT0000263|mir|hsa-miR-199b_v9.1	chr9:130046868-130046848	NA	
7883	48	144		NA	ignore				-- ignore
7884	48	142	hsa-miR-33a*	A_25_P00013221	FALSE	mir|hsa-miR-33a*|mir|MIMAT0004506	chr22:040626947-040626960	NA	
7885	48	140	hsa-miR-541	A_25_P00012947	FALSE	mir|hsa-miR-541|mir|MIMAT0004920	chr14:100600642-100600659	NA	
7886	48	138	hsa-miR-19a	A_25_P00010998	FALSE	mir|hsa-miR-19a|mir|MIMAT0000073	chr13:090801197-090801216	NA	
7887	48	136		hur_6	pos				CONTROL
7888	48	134	hsa-miR-190	A_25_P00010239	FALSE	mir|hsa-miR-190|mir|MIMAT0000458	chr15:060903223-060903244	NA	
7889	48	132	ebv-miR-BART3*	A_25_P00011682	FALSE	mir|ebv-miR-BART3*|mir|MIMAT0003410|mir|ebv-miR-BART3-5p_v9.1	unmapped	NA	
7890	48	130	hsa-miR-421	A_25_P00010794	FALSE	mir|hsa-miR-421|mir|MIMAT0003339	chrX:073355006-073354989	NA	
7891	48	128		NA	ignore				-- ignore
7892	48	126		NA	ignore				-- ignore
7893	48	124	hsa-miR-548b-3p	A_25_P00010124	FALSE	mir|hsa-miR-548b-3p|mir|MIMAT0003254|mir|hsa-miR-548b_v9.1	chr6:119431992-119431975	NA	
7894	48	122	hsa-miR-92a-1*	A_25_P00013225	FALSE	mir|hsa-miR-92a-1*|mir|MIMAT0004507	chr13:090801586-090801601	NA	
7895	48	120	ebv-miR-BART12	A_25_P00013752	FALSE	mir|ebv-miR-BART12|mir|MIMAT0003423	unmapped	NA	
7896	48	118	hsa-miR-26b*	A_25_P00013199	FALSE	mir|hsa-miR-26b*|mir|MIMAT0004500	chr2:218975663-218975680	NA	
7897	48	116	hsa-miR-28-3p	A_25_P00012008	FALSE	mir|hsa-miR-28-3p|mir|MIMAT0004502	chr3:189889325-189889337	NA	
7898	48	114	hsa-miR-532-3p	A_25_P00012692	FALSE	mir|hsa-miR-532-3p|mir|MIMAT0004780	chrX:049654557-049654571	NA	
7899	48	112	hsa-miR-489	A_25_P00010829	FALSE	mir|hsa-miR-489|mir|MIMAT0002805|mir|hsa-miR-489_v9.1	chr7:092951256-092951239	NA	
7900	48	110	hsa-miR-568	A_25_P00010933	FALSE	mir|hsa-miR-568|mir|MIMAT0003232	chr3:115518046-115518028	NA	
7901	48	108	hsa-miR-132*	A_25_P00013401	FALSE	mir|hsa-miR-132*|mir|MIMAT0004594	chr17:001899995-001899976	NA	
7902	48	106	hsa-miR-744	A_25_P00012987	FALSE	mir|hsa-miR-744|mir|MIMAT0004945	chr17:011925959-011925972	NA	
7903	48	104	hsa-miR-370	A_25_P00012319	FALSE	mir|hsa-miR-370|mir|MIMAT0000722	chr14:100447285-100447297	NA	
7904	48	102	hsa-miR-340*	A_25_P00013546	FALSE	mir|hsa-miR-340*|mir|MIMAT0000750	chr5:179374987-179374967	NA	
7905	48	100	hsa-miR-600	A_25_P00011379	FALSE	mir|hsa-miR-600|mir|MIMAT0003268	chr9:124913728-124913714	NA	
7906	48	98	hsa-miR-340	A_25_P00012343	FALSE	mir|hsa-miR-340|mir|MIMAT0004692	chr5:179374945-179374928	NA	
7907	48	96	hsa-miR-1234	A_25_P00014952	FALSE	mir|hsa-miR-1234|mir|MIMAT0005589	chr8:145596365-145596356	NA	
7908	48	94	hsa-miR-617	A_25_P00010773	FALSE	mir|hsa-miR-617|mir|MIMAT0003286	chr12:079750479-079750465	NA	
7909	48	92	hsa-miR-24-1*	A_25_P00014494	FALSE	mir|hsa-miR-24-1*|mir|MIMAT0000079|mir|hsa-miR-189_v9.1	chr9:096888131-096888151	NA	
7910	48	90	hcmv-miR-US4	A_25_P00011701	FALSE	mir|hcmv-miR-US4|mir|MIMAT0003341	unmapped	NA	
7911	48	88		NA	ignore				-- ignore
7912	48	86	hsa-miR-559	A_25_P00011131	FALSE	mir|hsa-miR-559|mir|MIMAT0003223	chr2:047458333-047458353	NA	
